path_name,adj_p_val,overlapping_genes,-log10_pval,method,time_int,path_name_clean,n_sensors
response to molecule of bacterial origin (GO:0002237),0.0013948929962274434,"['CXCL8', 'IL1B', 'HMGB2', 'TNFAIP3', 'CXCL2']",2.8554591063189463,foldChange,8,Response to molecule of bacterial origin ,5
positive regulation of myeloid cell differentiation (GO:0045639),0.0014283564616246565,"['CSF3', 'HMGB2', 'HSPA1B', 'HSPA1A']",2.8451633962028198,foldChange,8,Positive regulation of myeloid cell differentiation ,4
positive regulation of cytokine production (GO:0001819),0.0018849459498962654,"['IL1R1', 'IL1B', 'DDIT3', 'CHI3L1', 'HMOX1', 'ISG15', 'PTGS2', 'HSPA1B', 'HSPA1A']",2.724701098507708,foldChange,8,Positive regulation of cytokine production ,9
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),0.0019414506537986937,"['IL1B', 'TNFAIP3', 'HMOX1', 'HSPA1B', 'HSPA1A']",2.7118736435188002,foldChange,8,Negative regulation of extrinsic apoptotic signaling pathway ,5
positive regulation of acute inflammatory response (GO:0002675),0.0019414506537986937,"['IL1B', 'C2CD4A', 'PTGS2']",2.7118736435188002,foldChange,8,Positive regulation of acute inflammatory response ,3
integrated stress response signaling (GO:0140467),0.0019414506537986937,"['CXCL8', 'DDIT3', 'CCL2']",2.7118736435188002,foldChange,8,Integrated stress response signaling ,3
regulation of interleukin-8 production (GO:0032677),0.0019414506537986937,"['DDIT3', 'IL1B', 'CHI3L1', 'HSPA1B', 'HSPA1A']",2.7118736435188002,foldChange,8,Regulation of interleukin-8 production ,5
negative regulation of signal transduction (GO:0009968),0.0020682340717761596,"['NR4A2', 'SFRP1', 'CXCL8', 'GDF15', 'IL1B', 'TNFAIP3', 'SPRY1', 'APCDD1']",2.6844003116476842,foldChange,8,Negative regulation of signal transduction ,8
eosinophil chemotaxis (GO:0048245),0.0021757196441397502,"['CCL8', 'CCL7', 'CCL2']",2.662397067083847,foldChange,8,Eosinophil chemotaxis ,3
eosinophil migration (GO:0072677),0.0021757196441397502,"['CCL8', 'CCL7', 'CCL2']",2.662397067083847,foldChange,8,Eosinophil migration ,3
positive regulation of hydrolase activity (GO:0051345),0.0033960654040749967,"['SFRP1', 'CCL8', 'CCL7', 'RGS16', 'HMGB2', 'CCL2']",2.4690239543658516,foldChange,8,Positive regulation of hydrolase activity ,6
organic hydroxy compound biosynthetic process (GO:1901617),0.003636791788124549,"['INSIG1', 'MSMO1', 'HMGCR', 'DHCR7']",2.4392815622548887,foldChange,8,Organic hydroxy compound biosynthetic process ,4
negative regulation of cellular process (GO:0048523),0.0038504050657536606,"['FABP3', 'SFRP1', 'CXCL8', 'DUSP1', 'IL1B', 'CXCL1', 'SOD2', 'HSPA1B', 'IFIT3', 'SOX4', 'HSPA1A']",2.4144935799543696,foldChange,8,Negative regulation of cellular process ,11
glucose transmembrane transport (GO:1904659),0.003977233872712535,"['SLC2A1', 'SLC2A3', 'SLC5A3']",2.4004188705070617,foldChange,8,Glucose transmembrane transport ,3
negative regulation of apoptotic process (GO:0043066),0.004725602183347655,"['NFKBIA', 'NR4A2', 'NGFR', 'SFRP1', 'CCL2', 'DHCR24', 'SOD2', 'HSPA1B', 'IFIT3', 'HSPA1A']",2.3255428414952015,foldChange,8,Negative regulation of apoptotic process ,10
regulation of mitotic nuclear division (GO:0007088),0.005500572224854072,"['CCNB1', 'DUSP1', 'IL1B', 'MKI67']",2.259592128474917,foldChange,8,Regulation of mitotic nuclear division ,4
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240),0.005500572224854072,"['IL1B', 'HSPA1B', 'HSPA1A']",2.259592128474917,foldChange,8,Negative regulation of extrinsic apoptotic signaling pathway in absence of ligand ,3
negative regulation of signal transduction in absence of ligand (GO:1901099),0.005500572224854072,"['IL1B', 'HSPA1B', 'HSPA1A']",2.259592128474917,foldChange,8,Negative regulation of signal transduction in absence of ligand ,3
hexose transmembrane transport (GO:0008645),0.005500572224854072,"['SLC2A1', 'SLC2A3', 'SLC5A3']",2.259592128474917,foldChange,8,Hexose transmembrane transport ,3
regulation of protein ubiquitination (GO:0031396),0.005720085329914427,"['TNFAIP3', 'ISG15', 'HSPA1B', 'SOX4', 'HSPA1A']",2.242597492529604,foldChange,8,Regulation of protein ubiquitination ,5
regulation of fever generation (GO:0031620),0.005720085329914427,"['IL1B', 'PTGS2']",2.242597492529604,foldChange,8,Regulation of fever generation ,2
regulation of T-helper 1 cell cytokine production (GO:2000554),0.005720085329914427,"['IL1R1', 'IL1B']",2.242597492529604,foldChange,8,Regulation of t-helper 1 cell cytokine production ,2
glucose import across plasma membrane (GO:0098708),0.005720085329914427,"['SLC2A1', 'SLC2A3']",2.242597492529604,foldChange,8,Glucose import across plasma membrane ,2
positive regulation of heat generation (GO:0031652),0.005720085329914427,"['IL1B', 'PTGS2']",2.242597492529604,foldChange,8,Positive regulation of heat generation ,2
positive regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070426),0.005720085329914427,"['HSPA1B', 'HSPA1A']",2.242597492529604,foldChange,8,Positive regulation of nucleotide-binding oligomerization domain containing signaling pathway ,2
positive regulation of prostaglandin biosynthetic process (GO:0031394),0.005720085329914427,"['IL1B', 'PTGS2']",2.242597492529604,foldChange,8,Positive regulation of prostaglandin biosynthetic process ,2
positive regulation of T-helper 1 cell cytokine production (GO:2000556),0.005720085329914427,"['IL1R1', 'IL1B']",2.242597492529604,foldChange,8,Positive regulation of t-helper 1 cell cytokine production ,2
protein K29-linked deubiquitination (GO:0035523),0.005720085329914427,"['TNFAIP3', 'YOD1']",2.242597492529604,foldChange,8,Protein k29-linked deubiquitination ,2
positive regulation of cellular biosynthetic process (GO:0031328),0.0065475083016206075,"['FABP3', 'CXCL8', 'IL1B', 'PTGS2', 'LDLR', 'SOX4']",2.183923942258097,foldChange,8,Positive regulation of cellular biosynthetic process ,6
regulation of mitotic metaphase/anaphase transition (GO:0030071),0.0065475083016206075,"['CCNB1', 'DUSP1', 'UBE2C']",2.183923942258097,foldChange,8,Regulation of mitotic metaphase/anaphase transition ,3
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),0.0065529492909451965,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2']",2.1835631927561905,foldChange,8,Antimicrobial humoral immune response mediated by antimicrobial peptide ,4
cellular response to type I interferon (GO:0071357),0.0065529492909451965,"['OAS3', 'ISG15', 'IFIT1', 'IFIT3']",2.1835631927561905,foldChange,8,Cellular response to type i interferon ,4
steroid biosynthetic process (GO:0006694),0.0065529492909451965,"['INSIG1', 'MSMO1', 'HMGCR', 'DHCR7']",2.1835631927561905,foldChange,8,Steroid biosynthetic process ,4
type I interferon signaling pathway (GO:0060337),0.0065529492909451965,"['OAS3', 'ISG15', 'IFIT1', 'IFIT3']",2.1835631927561905,foldChange,8,Type i interferon signaling pathway ,4
positive regulation of erythrocyte differentiation (GO:0045648),0.0065529492909451965,"['HMGB2', 'HSPA1B', 'HSPA1A']",2.1835631927561905,foldChange,8,Positive regulation of erythrocyte differentiation ,3
cytoskeleton organization (GO:0007010),0.0065529492909451965,"['DES', 'CCL7', 'TNFAIP3', 'CCL2', 'RND3']",2.1835631927561905,foldChange,8,Cytoskeleton organization ,5
regulation of viral genome replication (GO:0045069),0.0065529492909451965,"['CXCL8', 'OAS3', 'ISG15', 'IFIT1']",2.1835631927561905,foldChange,8,Regulation of viral genome replication ,4
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239),0.0065529492909451965,"['IL1B', 'HSPA1B', 'HSPA1A']",2.1835631927561905,foldChange,8,Regulation of extrinsic apoptotic signaling pathway in absence of ligand ,3
cellular heat acclimation (GO:0070370),0.0065529492909451965,"['HSPA1B', 'HSPA1A']",2.1835631927561905,foldChange,8,Cellular heat acclimation ,2
regulation of mitotic sister chromatid segregation (GO:0033047),0.0065529492909451965,"['CCNB1', 'DUSP1']",2.1835631927561905,foldChange,8,Regulation of mitotic sister chromatid segregation ,2
regulation of mitotic spindle checkpoint (GO:1903504),0.0065529492909451965,"['CCNB1', 'DUSP1']",2.1835631927561905,foldChange,8,Regulation of mitotic spindle checkpoint ,2
regulation of nuclease activity (GO:0032069),0.0065529492909451965,"['OAS3', 'HMGB2']",2.1835631927561905,foldChange,8,Regulation of nuclease activity ,2
regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070432),0.0065529492909451965,"['HSPA1B', 'HSPA1A']",2.1835631927561905,foldChange,8,Regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway ,2
positive regulation of fever generation (GO:0031622),0.0065529492909451965,"['IL1B', 'PTGS2']",2.1835631927561905,foldChange,8,Positive regulation of fever generation ,2
heat acclimation (GO:0010286),0.0065529492909451965,"['HSPA1B', 'HSPA1A']",2.1835631927561905,foldChange,8,Heat acclimation ,2
hexose import across plasma membrane (GO:0140271),0.0065529492909451965,"['SLC2A1', 'SLC2A3']",2.1835631927561905,foldChange,8,Hexose import across plasma membrane ,2
cellular response to oxidative stress (GO:0034599),0.007209945446339967,"['JUN', 'HMOX1', 'SOD2', 'HSPA1B', 'HSPA1A']",2.1420680213337127,foldChange,8,Cellular response to oxidative stress ,5
negative regulation of viral process (GO:0048525),0.007209945446339967,"['OAS3', 'ISG15', 'PTX3', 'IFIT1']",2.1420680213337127,foldChange,8,Negative regulation of viral process ,4
sterol metabolic process (GO:0016125),0.007209945446339967,"['INSIG1', 'MSMO1', 'HMGCR', 'DHCR7']",2.1420680213337127,foldChange,8,Sterol metabolic process ,4
positive regulation of cellular protein localization (GO:1903829),0.007517322371435448,"['NGFR', 'DTX3L', 'LIF', 'SLC5A3']",2.123936825151864,foldChange,8,Positive regulation of cellular protein localization ,4
positive regulation of ubiquitin-protein transferase activity (GO:0051443),0.008093163643748102,"['CDC20', 'UBE2C', 'ARRDC3']",2.091881678085357,foldChange,8,Positive regulation of ubiquitin-protein transferase activity ,3
regulation of natural killer cell chemotaxis (GO:2000501),0.008093163643748102,"['CCL7', 'CCL2']",2.091881678085357,foldChange,8,Regulation of natural killer cell chemotaxis ,2
regulation of prostaglandin biosynthetic process (GO:0031392),0.008093163643748102,"['IL1B', 'PTGS2']",2.091881678085357,foldChange,8,Regulation of prostaglandin biosynthetic process ,2
hyaluronan biosynthetic process (GO:0030213),0.008093163643748102,"['CEMIP', 'IL1B']",2.091881678085357,foldChange,8,Hyaluronan biosynthetic process ,2
positive regulation of microtubule nucleation (GO:0090063),0.008093163643748102,"['HSPA1B', 'HSPA1A']",2.091881678085357,foldChange,8,Positive regulation of microtubule nucleation ,2
positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280),0.008093163643748102,"['IL1B', 'PTGS2']",2.091881678085357,foldChange,8,Positive regulation of unsaturated fatty acid biosynthetic process ,2
regulation of angiogenesis (GO:0045765),0.0085814504454636,"['SFRP1', 'CXCL8', 'IL1B', 'TNFAIP3', 'CHI3L1', 'HMOX1']",2.0664393010530144,foldChange,8,Regulation of angiogenesis ,6
negative regulation of smooth muscle cell proliferation (GO:0048662),0.00918118407999104,"['TNFAIP3', 'HMOX1', 'SOD2']",2.0371013050466256,foldChange,8,Negative regulation of smooth muscle cell proliferation ,3
cytokine-mediated signaling pathway (GO:0019221),2.805047947186449e-16,"['CSF3', 'IFITM1', 'CXCL8', 'CEBPD', 'IL24', 'IFI6', 'CXCL1', 'IFIT1', 'CXCL3', 'PTGS2', 'CXCL2', 'IFIT3', 'SOCS3', 'UGCG', 'CCL8', 'CCL7', 'CCL2', 'HMOX1', 'IL1R1', 'MX1', 'LIF', 'ISG15', 'SOD2', 'NFKBIA', 'IL6', 'OAS2', 'IL1B', 'OAS3']",15.55205971087109,foldChange,16,Cytokine-mediated signaling pathway ,28
cellular response to cytokine stimulus (GO:0071345),1.6650509841868214e-11,"['CSF3', 'CXCL8', 'CEBPD', 'DUSP1', 'IL1R1', 'IL24', 'LIF', 'CXCL1', 'IFIT1', 'PTGS2', 'CXCL2', 'SOCS3', 'IL6', 'SFRP1', 'CCL8', 'CCL7', 'IL1B', 'ANKRD1', 'CCL2', 'CHI3L1', 'HMOX1']",10.778572463772077,foldChange,16,Cellular response to cytokine stimulus ,21
cellular response to molecule of bacterial origin (GO:0071219),1.0493651815966241e-07,"['IL6', 'CXCL8', 'IL1B', 'HMGB2', 'ANKRD1', 'TNFAIP3', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",6.979073349982658,foldChange,16,Cellular response to molecule of bacterial origin ,10
chemokine-mediated signaling pathway (GO:0070098),1.0493651815966241e-07,"['CXCL8', 'RBM15', 'CCL8', 'CCL7', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",6.979073349982658,foldChange,16,Chemokine-mediated signaling pathway ,8
response to interleukin-1 (GO:0070555),1.0493651815966241e-07,"['SFRP1', 'CXCL8', 'CCL8', 'CCL7', 'IL1R1', 'IL1B', 'ANKRD1', 'CHI3L1', 'CCL2']",6.979073349982658,foldChange,16,Response to interleukin-1 ,9
cellular response to lipopolysaccharide (GO:0071222),1.0493651815966241e-07,"['IL6', 'CXCL8', 'IL1B', 'HMGB2', 'ANKRD1', 'TNFAIP3', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",6.979073349982658,foldChange,16,Cellular response to lipopolysaccharide ,10
cellular response to chemokine (GO:1990869),1.0884426253723797e-07,"['CXCL8', 'CCL8', 'CCL7', 'DUSP1', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",6.963194458805614,foldChange,16,Cellular response to chemokine ,8
defense response to symbiont (GO:0140546),1.0884426253723797e-07,"['IL6', 'IFITM1', 'OAS2', 'OAS3', 'MX1', 'IFI6', 'ISG15', 'IFIT1', 'IFI44L', 'IFIT3']",6.963194458805614,foldChange,16,Defense response to symbiont ,10
cellular response to lipid (GO:0071396),1.4460795222670798e-07,"['IL6', 'SFRP1', 'CXCL8', 'INSIG1', 'IL1B', 'HMGB2', 'ANKRD1', 'TNFAIP3', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",6.839807823824223,foldChange,16,Cellular response to lipid ,12
cellular response to type I interferon (GO:0071357),1.4460795222670798e-07,"['IFITM1', 'OAS2', 'OAS3', 'MX1', 'IFI6', 'ISG15', 'IFIT1', 'IFIT3']",6.839807823824223,foldChange,16,Cellular response to type i interferon ,8
type I interferon signaling pathway (GO:0060337),1.4460795222670798e-07,"['IFITM1', 'OAS2', 'OAS3', 'MX1', 'IFI6', 'ISG15', 'IFIT1', 'IFIT3']",6.839807823824223,foldChange,16,Type i interferon signaling pathway ,8
defense response to virus (GO:0051607),1.4460795222670798e-07,"['IL6', 'IFITM1', 'OAS2', 'OAS3', 'MX1', 'IFI6', 'ISG15', 'IFIT1', 'IFI44L', 'IFIT3']",6.839807823824223,foldChange,16,Defense response to virus ,10
response to lipopolysaccharide (GO:0032496),7.579821322500214e-07,"['IL6', 'CXCL8', 'IL1B', 'HMGB2', 'ANKRD1', 'TNFAIP3', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",6.120341031777814,foldChange,16,Response to lipopolysaccharide ,10
cellular response to oxygen-containing compound (GO:1901701),7.976119922526261e-07,"['JUN', 'CXCL8', 'INSIG1', 'HMGB2', 'TNFAIP3', 'CXCL1', 'CXCL3', 'CXCL2', 'IL6', 'SFRP1', 'IL1B', 'ANKRD1', 'CCL2']",6.09820832494466,foldChange,16,Cellular response to oxygen-containing compound ,13
secondary alcohol biosynthetic process (GO:1902653),1.4893429215741603e-06,"['IDI1', 'HMGCS1', 'INSIG1', 'MSMO1', 'DHCR24', 'DHCR7']",5.827005294322636,foldChange,16,Secondary alcohol biosynthetic process ,6
cholesterol biosynthetic process (GO:0006695),1.678362533165037e-06,"['IDI1', 'HMGCS1', 'INSIG1', 'MSMO1', 'DHCR24', 'DHCR7']",5.775114223991614,foldChange,16,Cholesterol biosynthetic process ,6
inflammatory response (GO:0006954),1.7224186968508063e-06,"['IL6', 'CCL8', 'CXCL8', 'CCL7', 'IL1B', 'CCL2', 'CHI3L1', 'PTX3', 'CXCL1', 'CXCL3', 'CXCL2']",5.763861268893427,foldChange,16,Inflammatory response ,11
sterol biosynthetic process (GO:0016126),2.5069029684857982e-06,"['IDI1', 'HMGCS1', 'INSIG1', 'MSMO1', 'DHCR24', 'DHCR7']",5.600862475402259,foldChange,16,Sterol biosynthetic process ,6
regulation of viral genome replication (GO:0045069),3.1339081244801178e-06,"['IFITM1', 'CXCL8', 'OAS2', 'OAS3', 'MX1', 'ISG15', 'IFIT1']",5.5039137397168805,foldChange,16,Regulation of viral genome replication ,7
negative regulation of cell population proliferation (GO:0008285),3.682675720127538e-06,"['IFITM1', 'CXCL8', 'TNFAIP3', 'CXCL1', 'SOD2', 'IFIT3', 'FABP3', 'IL6', 'SFRP1', 'IL1B', 'HMOX1', 'HSPA1B', 'HSPA1A']",5.433836521481655,foldChange,16,Negative regulation of cell population proliferation ,13
negative regulation of viral process (GO:0048525),3.6855872215028547e-06,"['IFITM1', 'OAS2', 'OAS3', 'MX1', 'ISG15', 'PTX3', 'IFIT1']",5.43349330651846,foldChange,16,Negative regulation of viral process ,7
neutrophil chemotaxis (GO:0030593),3.6855872215028547e-06,"['CXCL8', 'CCL8', 'CCL7', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",5.43349330651846,foldChange,16,Neutrophil chemotaxis ,7
granulocyte chemotaxis (GO:0071621),4.733406162588986e-06,"['CXCL8', 'CCL8', 'CCL7', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",5.32482622813227,foldChange,16,Granulocyte chemotaxis ,7
cellular response to interleukin-1 (GO:0071347),4.810000488071385e-06,"['NFKBIA', 'SFRP1', 'CCL8', 'CXCL8', 'CCL7', 'IL1R1', 'IL1B', 'ANKRD1', 'CCL2']",5.317854879558247,foldChange,16,Cellular response to interleukin-1 ,9
neutrophil migration (GO:1990266),6.323480694404125e-06,"['CXCL8', 'CCL8', 'CCL7', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",5.199043803005351,foldChange,16,Neutrophil migration ,7
negative regulation of viral genome replication (GO:0045071),1.5222990056596464e-05,"['IFITM1', 'OAS2', 'OAS3', 'MX1', 'ISG15', 'IFIT1']",4.817500036294629,foldChange,16,Negative regulation of viral genome replication ,6
positive regulation of interleukin-8 production (GO:0032757),3.063937390111248e-05,"['IL6', 'DDIT3', 'IL1B', 'CHI3L1', 'HSPA1B', 'HSPA1A']",4.513720113519529,foldChange,16,Positive regulation of interleukin-8 production ,6
positive regulation of acute inflammatory response (GO:0002675),3.810370002330025e-05,"['IL6', 'IL1B', 'C2CD4A', 'PTGS2']",4.419032850526967,foldChange,16,Positive regulation of acute inflammatory response ,4
regulation of cell population proliferation (GO:0042127),5.651284821224851e-05,"['CSF3', 'JUN', 'IFITM1', 'CXCL8', 'LIF', 'HMGB2', 'CXCL1', 'SOD2', 'IFIT3', 'FABP3', 'IL6', 'SFRP1', 'IL1B', 'NAMPT', 'HSPA1B', 'HSPA1A']",4.2478528039799075,foldChange,16,Regulation of cell population proliferation ,16
response to tumor necrosis factor (GO:0034612),6.096743952003229e-05,"['SFRP1', 'CCL8', 'CXCL8', 'CCL7', 'ANKRD1', 'CCL2', 'CHI3L1']",4.214902043877069,foldChange,16,Response to tumor necrosis factor ,7
response to molecule of bacterial origin (GO:0002237),7.795514893352198e-05,"['IL6', 'CXCL8', 'IL1B', 'HMGB2', 'TNFAIP3', 'CXCL2']",4.108155194399889,foldChange,16,Response to molecule of bacterial origin ,6
cholesterol metabolic process (GO:0008203),0.00010077046467840308,"['IDI1', 'HMGCS1', 'INSIG1', 'MSMO1', 'DHCR24', 'DHCR7']",3.99666673879105,foldChange,16,Cholesterol metabolic process ,6
regulation of nuclease activity (GO:0032069),0.00010077046467840308,"['OAS2', 'OAS3', 'HMGB2']",3.99666673879105,foldChange,16,Regulation of nuclease activity ,3
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),0.00012198312257530046,"['IL1B', 'IFI6', 'TNFAIP3', 'HMOX1', 'HSPA1B', 'HSPA1A']",3.9137002535831305,foldChange,16,Negative regulation of extrinsic apoptotic signaling pathway ,6
regulation of interleukin-8 production (GO:0032677),0.00012746377068045836,"['IL6', 'DDIT3', 'IL1B', 'CHI3L1', 'HSPA1B', 'HSPA1A']",3.894613238205957,foldChange,16,Regulation of interleukin-8 production ,6
response to unfolded protein (GO:0006986),0.00017419415442595712,"['DDIT3', 'HSPA4L', 'HSPB3', 'HSPA1B', 'HSPA1A']",3.758966423054799,foldChange,16,Response to unfolded protein ,5
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240),0.00017662851968108697,"['IL1B', 'IFI6', 'HSPA1B', 'HSPA1A']",3.752939170859767,foldChange,16,Negative regulation of extrinsic apoptotic signaling pathway in absence of ligand ,4
