,path_name,adj_p_val,overlapping_genes,mode
56,mitochondrial translational elongation (GO:0070125),0.0007429032727111656,"['MRPL3', 'GFM1', 'MRPL18', 'MRPS18B', 'MRPL15', 'MRPS7', 'MRPL35']",10
57,regulation of mRNA catabolic process (GO:0061013),0.0007438641610781243,"['HSPA8', 'PSMD4', 'UBB', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
58,ncRNA processing (GO:0034470),0.0008305537237337363,"['RRP7A', 'NOP56', 'EBNA1BP2', 'UTP4', 'MRTO4', 'DDX10', 'UTP20', 'NOL11', 'WDR46', 'NOL6']",10
59,ncRNA export from nucleus (GO:0097064),0.0008305537237337363,"['NDC1', 'NUP93', 'PHAX', 'RAN', 'NOL6']",10
60,negative regulation of mitotic cell cycle phase transition (GO:1901991),0.0008606258727930245,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1', 'AURKA']",10
61,regulation of cellular ketone metabolic process (GO:0010565),0.0009452322511768594,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
62,interleukin-1-mediated signaling pathway (GO:0070498),0.0009573996460166214,"['PSMD4', 'UBB', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
63,DNA-dependent DNA replication (GO:0006261),0.0010054889623446952,"['PSMD4', 'UBB', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'POLE3', 'PSMD1']",10
64,G2/M transition of mitotic cell cycle (GO:0000086),0.0010387566365148394,"['CCNB1', 'HSP90AA1', 'MELK', 'TUBB', 'DYNLL1', 'TUBB4B', 'TUBA4A', 'AURKA']",10
65,mitotic cell cycle phase transition (GO:0044772),0.0010387566365148394,"['CCNB1', 'HSP90AA1', 'MELK', 'UBE2C', 'TUBB', 'RCC1', 'DYNLL1', 'TUBB4B', 'TUBA4A', 'AURKA']",10
66,cell cycle G2/M phase transition (GO:0044839),0.0010716495248425523,"['CCNB1', 'HSP90AA1', 'MELK', 'TUBB', 'DYNLL1', 'TUBB4B', 'TUBA4A', 'AURKA']",10
67,positive regulation of ATPase activity (GO:0032781),0.0012016043888470856,"['DNAJB1', 'DHX9', 'DNAJB11', 'AHSA1', 'DYNLL1']",10
68,ubiquitin-dependent protein catabolic process (GO:0006511),0.0012016043888470856,"['UBE2C', 'PSMD13', 'ADRM1', 'WWP2', 'AURKA', 'CDC20', 'COPS3', 'UCHL1', 'PSMD4', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
69,chaperone-mediated protein complex assembly (GO:0051131),0.0012018905100101697,"['CCT2', 'HSP90AA1', 'HSPA4', 'HSPD1']",10
70,gene expression (GO:0010467),0.001236389378637862,"['NDC1', 'MRPL18', 'ALYREF', 'CPSF2', 'MRPS18B', 'MRPS7', 'MRPL35', 'WARS1', 'HSPD1', 'NUP93', 'MRPL3', 'DNAJB11', 'FARSB']",10
71,regulation of hematopoietic stem cell differentiation (GO:1902036),0.0014672944144668463,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
72,ATF6-mediated unfolded protein response (GO:0036500),0.001480101110233503,"['HSPA5', 'CALR', 'HSP90B1']",10
73,protein deubiquitination (GO:0016579),0.0015145704064397575,"['CDC20', 'UCHL1', 'PSMD4', 'UBB', 'PSMB3', 'PSMD13', 'PSMD2', 'PSME3', 'ADRM1', 'PSMD1', 'INO80']",10
74,translational elongation (GO:0006414),0.0015345384601938104,"['MRPL3', 'GFM1', 'MRPL18', 'MRPS18B', 'MRPL15', 'MRPS7', 'MRPL35']",10
75,regulation of telomerase activity (GO:0051972),0.0016783032603810177,"['CCT2', 'HSP90AA1', 'XRCC5', 'TCP1', 'CCT4']",10
76,protein-DNA complex assembly (GO:0065004),0.0017089774326624787,"['PSMD4', 'UBB', 'PSMD13', 'PSMB3', 'PSMD2', 'GRWD1', 'PSME3', 'PSMD1']",10
77,NIK/NF-kappaB signaling (GO:0038061),0.0017089774326624787,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
78,regulation of hematopoietic progenitor cell differentiation (GO:1901532),0.001818965064169202,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
79,positive regulation of transcription of nucleolar large rRNA by RNA polymerase I (GO:1901838),0.001900584996918976,"['MARS1', 'NOL11', 'MTOR']",10
80,regulation of mRNA stability (GO:0043488),0.001900584996918976,"['HSPA8', 'PSMD4', 'UBB', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
81,chaperone cofactor-dependent protein refolding (GO:0051085),0.0020322692119698537,"['HSPA9', 'DNAJB1', 'HSPA8', 'HSPA5']",10
82,cellular response to unfolded protein (GO:0034620),0.002310763687974366,"['HSPA9', 'HSPA8', 'HSPA5', 'HSPD1']",10
83,mitotic chromosome condensation (GO:0007076),0.002310763687974366,"['CCNB1', 'CDCA5', 'NCAPG', 'NCAPH']",10
84,proteasome assembly (GO:0043248),0.002440932189875734,"['PSMD4', 'PSMD13', 'ADRM1']",10
85,mitotic metaphase plate congression (GO:0007080),0.002440932189875734,"['NUDC', 'CCNB1', 'CDCA5', 'NUF2', 'NDC80']",10
86,positive regulation of Wnt signaling pathway (GO:0030177),0.0024474913990930615,"['DEPDC1B', 'PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1', 'ATP6V1C2']",10
87,IRE1-mediated unfolded protein response (GO:0036498),0.0028674179781216073,"['HSPA5', 'DNAJB11', 'SRPRB', 'HYOU1', 'PDIA6']",10
88,"Wnt signaling pathway, planar cell polarity pathway (GO:0060071)",0.0032287610388789974,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
89,double-strand break repair (GO:0006302),0.0038039865248994413,"['RAD51C', 'XRCC5', 'CDCA5', 'DDX1', 'INO80', 'KPNA2', 'BRCA2', 'SAMHD1']",10
90,kinetochore organization (GO:0051383),0.003924871427264605,"['NUF2', 'NDC80', 'DLGAP5']",10
91,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146),0.003972169462453419,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
92,mitochondrial translational termination (GO:0070126),0.003972169462453419,"['MRPL3', 'MRPL18', 'MRPS18B', 'MRPL15', 'MRPS7', 'MRPL35']",10
93,peptidyl-proline modification (GO:0018208),0.00406896253670177,"['PPIL1', 'OGFOD1', 'FKBP4', 'PPIB']",10
94,positive regulation of mitotic cell cycle phase transition (GO:1901992),0.0040732727074125445,"['CCNB1', 'RAD51C', 'UBE2C', 'CDCA5', 'DLGAP5']",10
95,regulation of stem cell differentiation (GO:2000736),0.0043006466327499895,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'PSMD1']",10
96,cellular protein metabolic process (GO:0044267),0.0043006466327499895,"['RPN2', 'MRPL18', 'RPN1', 'MRPS18B', 'WWP2', 'IDE', 'MRPS7', 'MRPL35', 'PDIA6', 'WARS1', 'HSP90B1', 'MRPL3', 'FARSB']",10
97,regulation of transcription of nucleolar large rRNA by RNA polymerase I (GO:1901836),0.00458425337693994,"['MARS1', 'NOL11', 'MTOR']",10
98,ribonucleoprotein complex biogenesis (GO:0022613),0.00458425337693994,"['EBNA1BP2', 'SHQ1', 'NIP7', 'TGS1', 'MRTO4']",10
99,regulation of primary metabolic process (GO:0080090),0.004602054687152622,"['PSMD4', 'PSMD13', 'PSMB3', 'PSMD2', 'PSME3', 'TGS1', 'PSMD1']",10
100,sister chromatid segregation (GO:0000819),0.004714859340176781,"['INO80', 'NDC80', 'ZWINT', 'RAN']",10
101,tRNA export from nucleus (GO:0006409),0.004714859340176781,"['NDC1', 'NUP93', 'RAN', 'NOL6']",10
102,tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431),0.004714859340176781,"['NDC1', 'NUP93', 'RAN', 'NOL6']",10
103,translational termination (GO:0006415),0.005348759904781505,"['MRPL3', 'MRPL18', 'MRPS18B', 'MRPL15', 'MRPS7', 'MRPL35']",10
104,"mRNA splicing, via spliceosome (GO:0000398)",0.00590234597177222,"['HSPA8', 'AQR', 'PPIL1', 'DHX9', 'TGS1', 'ALYREF', 'DDX1', 'CPSF2', 'STRAP', 'CTNNBL1']",10
105,tRNA transport (GO:0051031),0.006373613708028793,"['NDC1', 'NUP93', 'RAN', 'NOL6']",10
106,ribosomal small subunit assembly (GO:0000028),0.007670086948386967,"['RRP7A', 'XRCC5', 'MRPS7']",10
107,regulation of exit from mitosis (GO:0007096),0.007670086948386967,"['CDC20', 'UBB', 'UBE2C', 'CDCA5']",10
108,ribosomal small subunit biogenesis (GO:0042274),0.008378614443062532,"['RRP7A', 'UTP4', 'NOL11', 'MRPS7']",10
0,mitotic spindle organization (GO:0007052),7.753580657934268e-06,"['SUN2', 'ERCC6L', 'STIL', 'PLK1', 'KIF23', 'TTK', 'KNL1', 'MZT1', 'AURKA', 'CENPC', 'KIFC1', 'CENPI', 'DLGAP5']",11
1,anaphase-promoting complex-dependent catabolic process (GO:0031145),7.753580657934268e-06,"['PTTG1', 'ANAPC7', 'ANAPC16', 'PSMC3', 'PSMD13', 'UBE2S', 'PLK1', 'FBXO5', 'SKP2', 'AURKA']",11
2,microtubule cytoskeleton organization involved in mitosis (GO:1902850),2.9734387270334155e-05,"['SUN2', 'ERCC6L', 'STIL', 'CENPI', 'PLK1', 'TACC3', 'TTK', 'KNL1', 'DLGAP5', 'AURKA', 'CENPC']",11
3,regulation of mitotic cell cycle (GO:0007346),8.157626254819566e-05,"['SDCBP', 'CDKN1B', 'ANAPC7', 'ANAPC16', 'PSMC3', 'PSMD13', 'UBE2S', 'ANGEL2', 'PLK1', 'FBXO5', 'DLGAP5', 'CDC25B']",11
4,regulation of cell cycle phase transition (GO:1901987),0.00012503582571687943,"['CDKN1B', 'ANAPC7', 'ANAPC16', 'PSMC3', 'PSMD13', 'UBE2S', 'PLK1', 'FBXO5', 'GTSE1']",11
5,mitotic sister chromatid segregation (GO:0000070),0.0019030538202951287,"['KIFC1', 'PLK1', 'KIF14', 'KIF23', 'PDS5B', 'KIF22', 'NCAPD3', 'DLGAP5']",11
6,regulation of mitotic sister chromatid separation (GO:0010965),0.003072319788802111,"['ANAPC7', 'PTTG1', 'PLK1', 'TACC3']",11
7,regulation of cytokinesis (GO:0032465),0.0035572447167726852,"['RACGAP1', 'PLK1', 'KIF14', 'KIF23', 'PKP4', 'CDC25B', 'AURKA']",11
8,centromere complex assembly (GO:0034508),0.004276550637984749,"['CENPI', 'HJURP', 'KNL1', 'DLGAP5', 'CENPC']",11
9,positive regulation of cytokinesis (GO:0032467),0.004276550637984749,"['RACGAP1', 'KIF14', 'KIF23', 'PKP4', 'CDC25B']",11
10,mitotic cell cycle phase transition (GO:0044772),0.006109258811678483,"['CCNB2', 'CDKN1B', 'CCNY', 'ANAPC7', 'UBE2S', 'PLK1', 'TACC3', 'SKP2', 'CDC25B', 'AURKA']",11
11,positive regulation of cell division (GO:0051781),0.008389395237466256,"['RACGAP1', 'KIF14', 'KIF23', 'PKP4', 'CDC25B']",11
0,microtubule cytoskeleton organization involved in mitosis (GO:1902850),1.6840318452063904e-11,"['NUP107', 'ZWILCH', 'TNKS', 'CDCA8', 'TUBG1', 'NDC80', 'AURKB', 'CDC20', 'CENPE', 'CCNB1', 'INCENP', 'KIF4A', 'NUF2', 'BIRC5', 'KIF2C', 'PCNT', 'BUB1']",12
1,mitotic spindle organization (GO:0007052),1.8770118946673725e-11,"['NUP107', 'ZWILCH', 'TNKS', 'CDCA8', 'TUBG1', 'NDC80', 'AURKB', 'CDC20', 'TPX2', 'CENPE', 'CCNB1', 'INCENP', 'KIF4A', 'NUF2', 'BIRC5', 'KIF2C', 'PCNT', 'BUB1']",12
2,mitotic cell cycle phase transition (GO:0044772),1.7789659171866822e-09,"['BORA', 'UBE2C', 'CUL3', 'CUL1', 'TUBG1', 'FOXM1', 'NEDD1', 'CCNB1', 'MELK', 'DBF4', 'CDC27', 'CDK1', 'NEK2', 'PRKACA', 'PCNT', 'CACUL1', 'CHMP7', 'ANAPC1']",12
3,regulation of mitotic cell cycle phase transition (GO:1901990),2.4797017214863706e-09,"['PSMD11', 'UBE2C', 'CUL3', 'CUL1', 'TUBG1', 'CDC20', 'TPX2', 'CENPE', 'NEDD1', 'CCNB1', 'CDC27', 'PSMC2', 'CDK1', 'NEK2', 'PRKACA', 'PCNT', 'ANAPC1']",12
4,mitotic sister chromatid segregation (GO:0000070),1.2703156522658378e-07,"['CENPE', 'CCNB1', 'KIF18B', 'CUL3', 'NCAPG2', 'CDK1', 'CDCA8', 'KIF2C', 'TUBG1', 'KNSTRN', 'CHMP7', 'NDC80']",12
5,anaphase-promoting complex-dependent catabolic process (GO:0031145),2.7776903303710707e-06,"['CDC20', 'CCNB1', 'PSMD11', 'UBE2C', 'CUL3', 'CDC27', 'PSMC2', 'CDK1', 'ANAPC1', 'AURKB']",12
6,regulation of mitotic cell cycle (GO:0007346),6.057860062105159e-06,"['BORA', 'PSMD11', 'UBE2C', 'CUL1', 'CDC20', 'CDK9', 'CCNB1', 'CDC27', 'PSMC2', 'CDK1', 'CKS2', 'NEK2', 'ANAPC1']",12
7,mitotic metaphase plate congression (GO:0007080),6.161808329756916e-06,"['CENPE', 'CCNB1', 'CUL3', 'NUF2', 'CDCA8', 'KIF2C', 'CHMP7', 'NDC80']",12
8,regulation of cell cycle phase transition (GO:1901987),6.161808329756916e-06,"['CDC20', 'CCNB1', 'DBF4', 'PSMD11', 'UBE2C', 'CDC27', 'PSMC2', 'CUL1', 'CDK1', 'ANAPC1']",12
9,mitotic nuclear division (GO:0140014),7.571771301319232e-06,"['TPX2', 'KIF18B', 'UBE2C', 'NCAPG2', 'CDCA8', 'TUBG1', 'KNSTRN', 'CHMP7', 'NDC80']",12
10,G2/M transition of mitotic cell cycle (GO:0000086),1.0148055004119137e-05,"['NEDD1', 'CCNB1', 'BORA', 'MELK', 'CUL1', 'CDK1', 'NEK2', 'PRKACA', 'FOXM1', 'TUBG1', 'PCNT']",12
11,cell cycle G2/M phase transition (GO:0044839),1.0148055004119137e-05,"['NEDD1', 'CCNB1', 'BORA', 'MELK', 'CUL1', 'CDK1', 'NEK2', 'PRKACA', 'FOXM1', 'TUBG1', 'PCNT']",12
12,regulation of G2/M transition of mitotic cell cycle (GO:0010389),3.483565443241953e-05,"['TPX2', 'NEDD1', 'CCNB1', 'PSMD11', 'PSMC2', 'CUL1', 'CDK1', 'NEK2', 'PRKACA', 'TUBG1', 'PCNT']",12
13,modification-dependent protein catabolic process (GO:0019941),9.213257249026599e-05,"['CDC20', 'PSMD11', 'PPP1R11', 'UBE2R2', 'UBE2C', 'CUL3', 'PSMC2', 'CDC27', 'RNF111', 'AURKB', 'ANAPC1', 'UBE2L3']",12
14,sister chromatid segregation (GO:0000819),9.471009737732257e-05,"['KIF18B', 'NCAPG2', 'CDCA8', 'TUBG1', 'KNSTRN', 'NDC80']",12
15,attachment of mitotic spindle microtubules to kinetochore (GO:0051315),0.00040542735046531116,"['CENPE', 'NUF2', 'KIF2C', 'NDC80']",12
16,regulation of mitotic metaphase/anaphase transition (GO:0030071),0.0004461000665618602,"['CENPE', 'CCNB1', 'UBE2C', 'CUL3', 'CDC27']",12
17,protein K11-linked ubiquitination (GO:0070979),0.0007423071445734656,"['UBE2C', 'RNF26', 'CDC27', 'ANAPC1', 'UBE2L3']",12
18,regulation of cell cycle process (GO:0010564),0.0008584875610321832,"['ZFYVE26', 'BORA', 'DBF4', 'NEK2', 'KIF20A', 'KNSTRN', 'BUB1', 'AURKB']",12
19,positive regulation of telomere maintenance (GO:0032206),0.0011006467006221814,"['SLX4', 'TNKS', 'NEK2', 'MAP2K7', 'AURKB']",12
20,regulation of mitotic sister chromatid separation (GO:0010965),0.0011006467006221814,"['CENPE', 'UBE2C', 'CDC27', 'ANAPC1']",12
21,positive regulation of telomere capping (GO:1904355),0.0013220127382834377,"['TNKS', 'NEK2', 'MAP2K7', 'AURKB']",12
22,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),0.0013220127382834377,"['PSMD11', 'UBE2C', 'CUL3', 'CUL1', 'AURKB', 'CDC20', 'CCNB1', 'PSMC2', 'CDC27', 'CDK1', 'PLAA', 'DCAF12', 'ANAPC1']",12
23,regulation of cell cycle G2/M phase transition (GO:1902749),0.0013220127382834377,"['NEDD1', 'TPX2', 'CDK1', 'NEK2', 'PRKACA', 'TUBG1', 'PCNT']",12
24,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)",0.0013220127382834377,"['ARF4', 'CENPE', 'SCFD1', 'KIF4A', 'KDELR2', 'KIF2C', 'TMED7']",12
25,stress-activated MAPK cascade (GO:0051403),0.001979525974109361,"['CUL1', 'GPS2', 'MAP3K8', 'MAP2K7', 'MAP3K11', 'MAPK13']",12
26,regulation of exit from mitosis (GO:0007096),0.0022123152612701287,"['CDC20', 'UBE2C', 'CDC27', 'NEK2', 'ANAPC1']",12
27,ciliary basal body-plasma membrane docking (GO:0097711),0.0024293595739383078,"['IQCB1', 'NEDD1', 'CDK1', 'NEK2', 'PRKACA', 'TUBG1', 'PCNT']",12
28,ubiquitin-dependent protein catabolic process (GO:0006511),0.0030118881058528615,"['PSMD11', 'PPP1R11', 'UBE2C', 'CUL3', 'AURKB', 'UBE2L3', 'CDC20', 'UBE2R2', 'PSMC2', 'CDC27', 'PLAA', 'RNF111', 'ANAPC1']",12
29,positive regulation of cell cycle process (GO:0090068),0.003355702029836341,"['GEN1', 'CCNB1', 'DBF4', 'CUL3', 'NDC80', 'AURKB', 'RHNO1']",12
30,regulation of telomere capping (GO:1904353),0.003434010084058588,"['TNKS', 'NEK2', 'MAP2K7', 'AURKB']",12
31,protein polyubiquitination (GO:0000209),0.003604471474386293,"['PSMD11', 'UBE2R2', 'UBE2C', 'TNKS', 'CUL3', 'RNF26', 'PSMC2', 'CDC27', 'MARCHF8', 'CUL1', 'ANAPC1', 'UBE2L3']",12
32,endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888),0.004596897476733542,"['ARF4', 'SCFD1', 'COG5', 'PEF1', 'SAR1B', 'CUL3', 'COG1', 'KDELR2', 'TMED7']",12
33,regulation of attachment of spindle microtubules to kinetochore (GO:0051988),0.004747368898909354,"['CCNB1', 'NEK2', 'KNSTRN']",12
34,stress-activated protein kinase signaling cascade (GO:0031098),0.005842423179441122,"['CUL1', 'MAP3K8', 'MAP2K7', 'MAPK13']",12
35,protein localization to condensed chromosome (GO:1903083),0.008099416104980798,"['ZWILCH', 'CDK1', 'AURKB']",12
36,regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266),0.009901693179660529,"['GEN1', 'CCNB1', 'NDC80']",12
37,kinetochore organization (GO:0051383),0.009901693179660529,"['CENPE', 'NUF2', 'NDC80']",12
